#
#  metacyc 14.6 Genes link table generated on Mon Dec 6, 2010
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
3418	P48735	IDH2	
EG10587	P13009	metH	
G6136	Q47690	mmuM	
EG11702	P32664	nudC	
EG12115	P0A8Y1	yjjG	
G7431	P65870	queD	
G7485	Q46799	xdhA	
G7486	Q46800	xdhB	
G7487	Q46801	xdhC	
G7492	Q46806	hyuA	
G7500	Q46814	xdhD	
EG10420	P04079	guaA	
EG10421	P0ADG7	guaB	
EG10790	P0A7D4	purA	
EG10791	P0A7D7	purC	
EG10792	P15640	purD	
EG10793	P0AG18	purE	
EG10794	P0AG16	purF	
EG10795	P15639	purH	
EG10796	P09029	purK	
EG10797	P15254	purL	
EG10798	P08178	purM	
EG10799	P08179	purN	
EG11314	P0AB89	purB	
EG11809	P33221	purT	
EG10806	P05020	pyrC	
EG10807	P0A7E1	pyrD	
EG10808	P0A7E3	pyrE	
EG10809	P08244	pyrF	
EG10811	P0A7F3	pyrI	
G7185	P76491	yfbR	
EG10032	P69441	adk	
EG10422	P60560	guaC	
EG10650	P0A763	ndk	
EG10774	P0A717	prs	
EG10965	P60546	gmk	
EG11819	P37051	purU	
EG10805	P0A786	pyrB	
EG10810	P0A7E5	pyrG	
EG11265	P0A6I0	cmk	
ENSG00000123454		DBH	
G-249		TryS	
G-7321	A0QZY0	mshC	
G-7341	Q8NTA6	mshA	
G-7342	O50426	mshB	
G-7363	O53831	mshD	
G-7364	O07927	gorA	
G-7761		gspS	
G-7881		garB	
G-7882		garA	
EG10117	P12995	bioA	
EG10118	P12996	bioB	
EG10119	P12999	bioC	
EG10120	P13000	bioD	
EG10121	P12998	bioF	
EG10122	P13001	bioH	
EG10123	P06709	birA	
EG10124	P20099	bisC	
EG10418	P0A6W9	gshA	
EG10419	P04425	gshB	
EG12688	P39811	grxB	
G-7661	P48637	GSS	
G-7662	P35669	gsa1	
G-7663	P19468	Gclc	
G-7664	P48508	Gclm	
G-7681	P48506	GCLC	
G-7682	P48507	GCLM	
G-7741	P19440	GGT1	
G-7743		GGTLA1	
G-7744		ggt	
EG10017	P0AD57	ispB	
EG10370	P62620	ispG	
EG10508	P22939	ispA	
EG11081	P62623	ispH	
EG11294	P62615	ispE	
EG11369	P26602	ubiC	
EG11396	P0AAB4	ubiD	
EG11816	P62617	ispF	
EG12438	P37355	menH	
EG12715	P45568	dxr	
G6237	P77488	dxs	
G6365	P75728	ubiF	
G7423	Q46893	ispD	
G7508	Q46822	idi	
EG10188	P0AEA8	cysG	
EG10407	P04805	gltX	
EG10427	P0A6X1	hemA	
EG10428	P0ACB2	hemB	
EG10429	P06983	hemC	
EG10430	P09126	hemD	
EG10431	P23871	hemH	
EG10432	P23893	hemL	
EG10433		hemX	
EG11485	P0ACB4	hemG	
EG11543	P29680	hemE	
EG11836	P32131	hemN	
EG12189	P36553	hemF	
EG10259	P15047	entA	
EG10260	P0ADI4	entB	
EG10261	P0AEJ2	entC	
EG10262	P19925	entD	
EG10263	P10378	entE	
EG10264	P11454	entF	
EG10326	P0ABQ4	folA	
EG10327	P08192	folC	
EG10328	P24186	folD	
EG10682	P00903	pabA	
EG10683	P05041	pabB	
EG11138	P0AFC0	nudB	
EG11374	P26281	folK	
EG11375	P0A6T5	folE	
EG11493	P28305	pabC	
EG11673	P0AC16	folB	
EG50011	P0AC13	folP	
G-3701		folC	
G-3721	Q8NN38	folC	
G-3961		Ggh	
G-3962		GGH	
G-3963		GGH	
G6862	P0AFS3	folM	
EG11306	P60716	lipA	
EG10153	P12281	moeA	
EG10154	P12282	moeB	
EG11511	P0AF03	mogA	
EG11597	P30748	moaD	
EG11598	P30749	moaE	
EG11829	P32173	mobA	
G7496	Q46810	mocA	
EG10004	P0ABQ0	dfp	
EG10922	P0A6I3	coaA	
EG11190	P0A6I6	coaD	
EG11675	P31057	panB	
EG11746	P31663	panC	
EG11747	P0A790	panD	
EG12312	P0A6I9	coaE	
G6239	P0A9J4	panE	
EG10368	P0A9B6	epd	
EG10691	P19624	pdxA	
EG10693	P0A794	pdxJ	
EG11487	P0AFI7	pdxH	
G0-9461	P05459	pdxB	
EG10630	P11458	nadA	
EG10631	P10902	nadB	
EG10663	P18843	nadE	
EG10742	P18133	pncB	
EG11135	P21369	pncA	
EG11335	P27278	nadR	
EG11453	P27830	rffG	
EG11546	P30011	nadC	
EG11787	P0AC88	gmd	
EG12192	P0A7B3	nadK	
EG12412	P37759	rfbB	
G-6261	Q9APM3	nadV	
G-6301	Q55928	nadM	
G-6302	P44308	nadR	
G-6321	P44569	nadN	
G-6341		pnuE	
G6350	P0A752	nadD	
YOR209C		NPT1	
EG11585	P30136	thiC	
EG11586	P30137	thiE	
EG11587	P30138	thiF	
EG11589	P30139	thiG	
EG11590	P30140	thiH	
G1	O32583	thiS	
G6234	P0AGG0	thiL	
G6238		thiI	
G6246	P46891	cof	
G6566	P75948	thiK	
G6580	P0AEI6	nudJ	
G7135	P76422	thiD	
M007	P76423	thiM	
EG10465	P0A7J0	ribB	
EG11079	P0AG40	ribF	
EG11321	P25539	ribD	
EG11322	P61714	ribE	
EG11331	P0A7I7	ribA	
EG11385	P35340	ahpF	
EG11406	P0AFU8	ribC	
EG10043	P22255	cysQ	
EG10138	P06282	cdh	
EG10139	P0ABG1	cdsA	
EG10217	P0A9Q5	accD	
EG10224	P0ABN1	dgkA	
EG10247		acpS	
EG10273	P0A6Q3	fabA	
EG10274	P0A953	fabB	
EG10276	P24182	accC	
EG10277	P0A6R0	fabH	
EG10396		glpF	
EG10740	P0A7A7	plsB	
EG11284	P0A6Q6	fabZ	
EG11317	P0AAI9	fabD	
EG11318	P0AEK2	fabG	
EG11377	P26647	plsC	
EG11528	P0AEK4	fabI	
EG11531	P0A9H7	cfa	
EG11647	P0ABD5	accA	
EG11679	P31119	aas	
EG12221		acpT	
EG12606	P0AAI5	fabF	
YGL012W	P25340	ERG4	
YHR190W	P29704	ERG9	
EG11591	P60720	lipB	
EG11796	P32099	lplA	
G-5066	Q04809	dpaA	
G-5067	Q04810	dpaB	
G6529	P75905	pgaC	
G6530	P75906	pgaB	
EG10704	P18200	pgpA	
EG10705	P0A924	pgpB	
EG10706	P0ABF8	pgsA	
EG10775	P0A8K1	psd	
EG10781	P23830	pssA	
EG11608	P0A6H8	cls	
EG12591	P39401	mdoB	
G-3881	P71703	ino1	
G-3883	O33832	TM1415	
G-3884	O28480	AF1794	
G6406	P0AA84	ybhO	
EG10374		ggt	
EG10417	P00277	grxA	
EG11031	P0AA25	trxA	
EG11887	P0AGG4	trxC	
EG10275		accB	
EG11095		acpH	
EG50003	P0A6A8	acpP	
G6343	P69330	citD	
SCO5089		actI-ORF3	
EG10162	P24175	cpsG	
EG11788	P32055	fcl	
EG11789	P32056	gmm	
G7091	P76373	ugd	
G7105	P76387	wzc	
G7106	P0AAB2	wzb	
G7107		wza	
G7663	P0ABZ4	kdsC	
EG10382	P17169	glmS	
EG11198	P0ACC7	glmU	
EG11454	P61887	rffH	
EG11553	P31120	glmM	
EG11978	P37744	rfbA	
EG11979	P37745	rfbC	
EG11981	P37747	glf	
EG11983	P37749	wbbI	
EG12411	P37760	rfbD	
EG10518	P0A715	kdsA	
EG10519	P04951	kdsB	
EG10520	P0AC75	waaA	
EG10838	P67910	rfaD	
EG10973	P17115	gutQ	
EG11189	P24173	waaC	
EG11339	P25740	waaG	
EG11340	P25741	waaP	
EG11341	P25742	waaQ	
EG11409	P27300	lpxK	
EG11423	P27242	waaK	
EG11424	P27243	rfaL	
EG11425	P27240	waaY	
EG11736	P63228	gmhB	
EG12210	P37692	waaF	
G6106	P63224	lpcA	
G7590	P76658	rfaE	
G7662	P45395	kdsD	
EG10265	P0A725	lpxC	
EG10316	P21645	lpxD	
EG10464	P0ACV0	lpxL	
EG10545	P0A722	lpxA	
EG10546	P10441	lpxB	
EG10614	P24205	lpxM	
EG12180	P37001	pagP	
EG12666	P43341	lpxH	
G7166	P77690	arnB	
G7167	P77757	arnC	
G7168	P77398	arnA	
G7170	P76473	arnT	
G7241	P0ACV2	lpxP	
EG10840	P0AC78	rfe	
EG11451	P27828	rffE	
EG11452	P27829	rffD	
EG11456	P27833	rffA	
EG11458	P27836	rffM	
G7800	P56258	rffT	
EG10040	P00811	ampC	
EG10202		dacB	
EG10213	P0A6J8	ddlA	
EG10214	P07862	ddlB	
EG10341	P0AD68	ftsI	
EG10443	P23874	hipA	
EG10580	P0C0T5	mepA	
EG10604	P0A6W3	mraY	
EG10605	P02919	mrcB	
EG10606	P0AD65	mrdA	
EG10619	P17952	murC	
EG10620	P14900	murD	
EG10621	P22188	murE	
EG10622	P11880	murF	
EG10623	P17443	murG	
EG10748	P02918	mrcA	
EG11204	P22634	murI	
EG11205	P08373	murB	
EG11253	P22525	ycbB	
EG11358	P0A749	murA	
EG11363	P26365	amiB	
EG11823	P36548	amiA	
EG12015	P0AFI5	pbpG	
G6092	P60472	ispU	
G6904	P76193	ynhG	
G6968		mipA	
G7322	P76577	pbpC	
G7410	P41052	mltB	
G7457	P0A935	mltA	
G7458	P63883	amiC	
G7668	P46022	mtgA	
EG10377	P0A6U8	glgA	
EG10378	P07762	glgB	
EG10379	P0A6V1	glgC	
EG10283	P0A993	fbp	
EG10688	P22259	pck	
EG10759	P23538	ppsA	
EG10948	P26616	maeA	
EG11239	P21829	ybhA	
EG11245	P21437	yggF	
EG11517	P0A9C9	glpX	
G-7701	Q9F843	pyc	
G7293	P76558	maeB	
G7502	P76641	guaD	
EG10425	P0AET8	hdhA	
EG10456	P24232	hmp	
EG10628	P28861	fpr	
EG10744	P07001	pntA	
EG10745	P0AB67	pntB	
EG10755	P0A7A9	ppa	
EG11032	P0A9P4	trxB	
EG11444	P27253	scpA	
EG11685	P31434	yicI	
EG12285	P37678	sgbH	
EG12319		yadF	
EG50005	P38489	nfsB	
G6277	P30147	hyi	
G6341	P75726	citF	
G6342	P0A9I1	citE	
G6661	P51981	ycjG	
G6806	P76145	tam	
G6890	P77258	nemA	
G7195	P0AC19	folX	
G7516	P52045	scpB	
G7517	P52043	scpC	
G7859	P39305	ulaE	
G7860	P39306	ulaF	
EG11060	P07024	ushA	
EG11428	P27306	sthA	
EG10632	P0AF18	nagA	
EG10633	P0A759	nagB	
EG10637	P0A6L4	nanA	
G-9984	Q8ZLQ8	nanK	
G7635		agaD	
G7676	P45425	nanK	
G7454	Q46925	csdA	
EG10959	P21170	speA	
EG10960	P60651	speB	
EG10961	P21169	speC	
EG10962	P0A7F6	speD	
EG10963	P09158	speE	
EG10964	P24169	speF	
EG12882		gsp	
G6842	P0A951	speG	
EG10626	P08337	mutT	
EG11417	P28903	nrdD	
EG10585	P0AEZ1	metF	
EG11002	P0A884	thyA	
EG10109	P17444	betA	
EG10110	P17445	betB	
G-6581	P71017	gbsB	
G-6582	P71016	gbsA	
G-6641		betA	
EG10299	P13039	fes	
G6906	P77444	sufS	
EG10022	P0A9G6	aceA	
EG10023	P08997	aceB	
EG10026	P11071	aceK	
EG10589	P0A817	metK	
EG11583	P0AEP7	gcl	
EG11557	P31551	caiD	
EG11559	P31572	caiB	
G6099	P0AC84	gloB	
G6497	P0A731	mgsA	
G6891	P0AC81	gloA	
G6958	P77256	ydjG	
G6967	P76234	yeaE	
EG10175	P00816	cynS	
EG10176	P0ABE9	cynT	
G0-8601	P52074	glcF	
G7544	P52073	glcE	
G7545	P0AEP9	glcD	
G6275	P77731	allA	
G6281	P77671	allB	
G6284	P75713	allE	
G6285	P77425	allC	
G6286	P77555	allD	
G6879	P77150	pdxY	
G7259	P40191	pdxK	
EG11556		talB	
EG11172	P11868	tdcD	
EG10361	P22256	gabT	
EG11329	P25526	gabD	
EG10030	P22333	add	
EG10039	P0AE12	amn	
EG10048	P05637	apaH	
EG10051	P69503	apt	
EG10137	P0ABF6	cdd	
EG10160	P08331	cpdB	
EG10219	P07650	deoA	
EG10220	P0A6K6	deoB	
EG10221	P0A6L0	deoC	
EG10225	P15723	dgt	
EG10251	P06968	dut	
EG10413	P25552	gpp	
EG10414	P0A9M5	gpt	
EG10660	P00452	nrdA	
EG10661	P69924	nrdB	
EG10835	P0AG20	relA	
EG10966	P0AG24	spoT	
EG10994	P23331	tdk	
EG11045	P12758	udp	
EG11082	P22564	rihC	
EG11090	P0AF12	mtn	
EG11102	P0AEW6	gsk	
EG11326	P25524	codA	
EG11332	P0A8F0	upp	
EG11418	P28248	dcd	
EG11539	P0A7E9	pyrH	
EG11701	P0A8F4	udk	
EG11934	P0AE22	aphA	
EG12030	P33022	rihB	
EG12302	P0A720	tmk	
EG12381	P37146	nrdF	
EG20098	P0A9M2	hpt	
EG20257	P39452	nrdE	
G6358	P41409	rihA	
G812		nrdG	
G85	P45563	xapA	
EG10041	P13016	ampD	
EG12440	P37773	mpl	
G6567	P75949	nagZ	
G6576	P75959	nagK	
G6880	P77570	anmK	
G7263	P76535	murQ	
EG10398	P0A6F3	glpK	
EG10399	P09394	glpQ	
EG11050	P10908	ugpQ	
EG11904	P0A9S5	gldA	
EG20091	P0A6S7	gpsA	
G-3521		dhaB4	
G-3522		dhaB3	
G-3523		dhaB1	
G-3524		dhaT	
G-3525	P45514	dhaB	
G-3526	Q59273	dhaC	
G-3527	Q59274	dhaE	
G-3528		dhaT	
G-3541	P45511	dhaD	
G-3542	P45510	dhaK	
G-3581		dhaT	
G-3641		dhaT	
G-3642		dhaB1	
EG10033	P19926	agp	
EG11017	P13482	treA	
EG11751	P31677	otsA	
EG11752	P31678	otsB	
EG12127		treB	
EG12629	P46859	gntK	
G-453	O48958	cyp71E1	
G6655	P77366	ycjU	
G6669	P76052	abgB	
G6670	P77357	abgA	
G6845	P77374	ynfE	
G6846	P77783	ynfF	
G6847	P0AAJ1	ynfG	
G6848	P76173	ynfH	
G7237	P69902	frc	
EG10049	P07102	appA	
EG10716	P16685	phnG	
EG10717	P16686	phnH	
EG10719	P16688	phnJ	
EG10723	P16690	phnN	
EG10738	P0A921	pldA	
EG11403	P0AFL6	ppx	
EG11510	P0A7B1	ppk	
G-6361	P26093	hel	
G-6822	Q05852	gtaB	
EG10089	P25549	aslA	
EG10185	P0A6J1	cysC	
EG10186	P21156	cysD	
EG10189	P17854	cysH	
EG10190	P17846	cysI	
EG10191	P38038	cysJ	
EG10194	P23845	cysN	
EG11600	P31142	sseA	
G-7983	Q8L0M8	lcd	
G-7984	Q8L0X3	cdl	
G6477	P80645	ssuD	
G6479	P80644	ssuE	
G6952	P78067	ynjE	
G7455	P0AGF2	csdE	
EG11602		glnE	
EG12345	P39831	ydfG	
G-2781		norA	
G-2782		norB	
G-2801	Q71RU0	norA	
G-2821	Q51075	norB	
G-2841	Q04507	amoA	
G-2862	Q04508	amoB	
G-2863	Q82W83	petC	
G-2864		hao	
G-3841	Q50927	cyp	
G-3842	O87646	cyp	
G-6163	O85226	hcnA	
G-6164	O85227	hcnB	
G-6165	O85228	hcnC	
G6457	P75825	hcp	
G6518	P75893	rutF	
G6519	P75894	rutE	
G6522	P75897	rutB	
G6523	P75898	rutA	
G6755	P77674	ydcW	
G6805	P64461	lsrG	
EG11334	P25772	ligB	
G6954	P77788	nudG	
G7530	P52061	rdgB	
EG10236	P0ACB0	dnaB	
EG10238	P10443	dnaE	
EG10239	P0ABS5	dnaG	
EG10242		dnaN	
EG10243		dnaQ	
EG10245		dnaX	
EG10423		gyrA	
EG10424		gyrB	
EG10746	P00582	polA	
EG10747	P21189	polB	
EG10828	P0A7H0	recF	
EG10833	P15043	recQ	
EG10837	P09980	rep	
EG11013		topA	
EG11014		topB	
EG11056	P04152	umuC	
EG11057	P0AG11	umuD	
EG11064	P03018	uvrD	
EG11412		holA	
EG11413		holC	
EG11414		holD	
EG11500		holB	
EG11505		holE	
EG10211	P0AED9	dcm	
EG10458		hsdM	
EG10460		hsdS	
EG10668	P0AFH0	ogt	
EG10832	P0A7H3	recO	
EG10834	P0A7H6	recR	
EG10925	P0A814	ruvC	
RUVA	P0A809	ruvA	
RUVB	P0A812	ruvB	
EG10029	P06134	ada	
EG10037	P05050	alkB	
EG10329	P05523	mutM	
EG10534	P15042	ligA	
EG10624	P06722	mutH	
EG10625	P23909	mutS	
EG10736	P00914	phr	
EG10986	P05100	tag	
EG11058	P12295	ung	
EG11061	P0A698	uvrA	
EG11222		alkA	
EG11281	P23367	mutL	
EG11871	P32662	gph	
EG12717	P0A9H1	mug	
G6383		nei	
G-8141	P00491	NP	
EG10442		hipB	
EG10893	P0A7Z4	rpoA	
EG10894	P0A8V2	rpoB	
EG10895	P0A8T7	rpoC	
EG12235		arsR	
G6639	P77334	gmr	
EG10136	P06961	cca	
EG10343		rsmD	
EG10376	P0A6U5	rsmG	
EG10454	P07649	truA	
EG10523		ksgA	
EG10595	P16384	miaA	
EG10690	P0ABF1	pcnB	
EG10812		queA	
EG10967		trmH	
EG10996		tgt	
EG11022		trmA	
EG11023		trmD	
EG11118	P0AA39	rluC	
EG11177	P60340	truB	
EG11247		rumA	
EG11254	P0A8I8	rlmH	
EG11268		fmt	
EG11299	P0A9J0	rng	
EG11311		dusB	
EG11344	P25745	mnmA	
EG11362	P27305	yadB	
EG11538	P31825	yfiC	
EG11768	P33667	ybbB	
EG11794	P0ADR6	rlmM	
EG11888	P0AGJ7	trmL	
EG11921	P32684	rluF	
EG11932		dusA	
EG12022		dusC	
EG12044	P0AA43	rsuA	
EG12098	P33643	rluD	
EG12163		rsmB	
EG12207		rrmA	
EG12330	P37025	ligT	
EG12366	P0AGL7	rsmE	
EG12401	P36979	rlmN	
EG12433	P37765	rluB	
EG12609	P0AA37	rluA	
G6096	P52097	tilS	
G6364	P0AEI1	miaB	
G6416	P75782	rlmF	
G6449		rumB	
G6488		rlmL	
G6501	P75876	rlmI	
G6581	P75966	rluE	
G7008	P76273	rsmF	
G7199	P77182	mnmC	
G7297	P76562	tmcA	
G7325	P0A6B7	iscS	
G7327	P0AE01	trmJ	
G7422	Q57261	truD	
G7449	P0AA41	truC	
G7452	Q46920	queF	
G7603		rlmG	
G7641	P67087	rsmI	
G7750		rtcA	
G7845	P63177	rlmB	
G7950		rsmC	
EG11249		chpA	
G7459	P0A776	rppH	
G7629	P64594	yhaV	
G7842		orn	
EG30092		selC	
G6339	P77231	citG	
EG10034	P00957	alaS	
EG10071	P11875	argS	
EG10094	P0A8M0	asnS	
EG10097	P21889	aspS	
EG10196	P21888	cysS	
EG10390	P00962	glnS	
EG10409	P00960	glyQ	
EG10410	P00961	glyS	
EG10453	P60906	hisS	
EG10492	P00956	ileS	
EG10532	P07813	leuS	
EG10552	P0A8N3	lysS	
EG10553	P0A8N5	lysU	
EG10586	P00959	metG	
EG10709	P08312	pheS	
EG10710	P07395	pheT	
EG10770	P16659	proS	
EG10785		pth	
EG10943	P16456	selD	
EG10947	P0A8L1	serS	
EG11001	P0A8M3	thrS	
EG11030	P00954	trpS	
EG11043	P0AGJ9	tyrS	
EG11067	P07118	valS	
EG10864		rplA	
EG10865		rplB	
EG10866		rplC	
EG10867		rplD	
EG10868		rplE	
EG10869		rplF	
EG10870		rplI	
EG10871		rplJ	
EG10872		rplK	
EG10873		rplL	
EG10874		rplM	
EG10875		rplN	
EG10876		rplO	
EG10877		rplP	
EG10878		rplQ	
EG10879		rplR	
EG10880		rplS	
EG10881		rplT	
EG10882		rplV	
EG10883		rplW	
EG10884		rplX	
EG10885		rplY	
EG10886		rpmB	
EG10887		rpmC	
EG10888		rpmD	
EG10889		rpmE	
EG10890		rpmF	
EG10891		rpmG	
EG10892		rpmH	
EG10900		rpsA	
EG10901		rpsB	
EG10902		rpsC	
EG10903		rpsD	
EG10904		rpsE	
EG10905		rpsF	
EG10906		rpsG	
EG10907		rpsH	
EG10908		rpsI	
EG10909		rpsJ	
EG10910		rpsK	
EG10911		rpsL	
EG10912		rpsM	
EG10913		rpsN	
EG10914		rpsO	
EG10915		rpsP	
EG10916		rpsQ	
EG10917		rpsR	
EG10918		rpsS	
EG10919		rpsT	
EG10920		rpsU	
EG10942	P14081	selB	
EG11231		rpmI	
EG11232		rpmJ	
EG11508		sra	
EG12424	P0ACC1	prmC	
EG50001		rplU	
EG50002		rpmA	
EG10147	P07330	cheB	
EG10148		cheR	
EG10488	P10423	iap	
EG10570		map	
EG10850		rimI	
EG10851		rimJ	
EG10852		rimK	
EG11440	P0A6K3	def	
EG11497	P0A8T1	prmA	
EG11826	P38134	etk	
EG11831	P0C0K3	rdoA	
EG12449	P39199	prmB	
G6340	P0A6G5	citX	
G6344		citC	
G6435	P0AEI4	rimO	
G6503	P0ACZ2	etp	
G6969	P0ACY3	yeaG	
G7011	P55798	pphA	
G7176		elaD	
G7414	P0AEV9	hycI	
G7415	P55799	pphB	
EG10240		dnaJ	
EG10241		dnaK	
EG10416		grpE	
EG10455		hlpA	
EG10689	P0A7A5	pcm	
EG10757	P0AFL3	ppiA	
EG10758	P23869	ppiB	
EG10985	P0ABZ6	surA	
EG11003	P0A850	tig	
EG11070		dsbC	
EG11080	P0AEM0	fkpB	
EG11297		dsbA	
EG11433	P0A744	msrA	
EG11663	P0A9K9	slyD	
EG12130	P0A6Z1	hscA	
EG12352	P0A9L5	ppiC	
EG12394	P0A746	msrB	
G6333		dsbG	
G6356		djlC	
G7865	P0A9L3	fklB	
EG10530		lepB	
EG10548		lspA	
EG12252	P37646	yhjH	
EG11236	P21514	yahA	
EG11811	P33224	aidB	
EG12712	P45578	luxS	
EG10983	P0ADG4	suhB	
G6117	Q47157	yafO	
G7572	Q46865	mqsR	
G7602	P64578	higB	
G7836	P39280	yjeK	
EG10170	P00936	cyaA	
EG12236	P37310	arsB	
G5000	P52145	arsA	
EG10132	P0AAE8	cadB	
EG11709		glvB	
EG11710		glvC	
EG11863		frvB	
EG11908		frwC	
EG12322		yadI	
EG12494		sgaB	
EG12495		sgaA	
EG12554		sgcA	
EG12556		sgcC	
EG12769		agaB	
EG12770		agaC	
G0-10241		sgcB	
G7856		sgaT	
EG11735	P31545	efeB	
EG11373	P0AGC5	mltF	
G7702		gspC	
G7704		gspE	
G7706		gspG	
G7708		gspI	
G7710		gspK	
EG11498	P28638	yhdJ	
EG11817	P0A840	surE	
G6798	P77432	lsrK	
EG10201	P0AEB2	dacA	
EG10203	P08506	dacC	
EG11507		rrmJ	
EG10571		chpR	
G0-9121	P69348	yoeB	
G7426	Q46897	casE	
G7427	Q46898	casD	
G7428	Q46899	casC	
G7429	P76632	casB	
G7430	Q46901	casA	
EG11643	P31129	ydeH	
G6532	P75908	ycdT	
EG10780	P23857	pspE	
G6783	P76129	dosP	
G7314	P77172	yfgF	
EG10572	P0AEY3	mazG	
EG10131	P0A9H3	cadA	
EG11490	P69910	gadB	
EG11501	P28629	adiA	
EG50009	P69908	gadA	
EG10129	P06610	btuE	
EG12657	P0ADU2	ygiN	
G7193	P77544	yfcF	
G7194	P77526	yfcG	
EG10921	P0A998	ftnA	
G7266	P76536	yfeX	
G7564	Q46856	yqhD	
EG10108	P0AE52	bcp	
EG10509	P21179	katE	
EG10511	P13029	katG	
EG10953	P00448	sodA	
EG10954	P0AGD3	sodB	
EG11384	P0AE08	ahpC	
EG11723	P0AGE6	yieF	
EG11847		yihU	
EG12026	P33018	yeiG	
EG12237	P37311	arsC	
EG12600	P39411	yjjX	
G-7401	O53533	mscR	
G-7533	P07203	GPX1	
G-7541	P36969	GPX4	
G-7563	P00390	GSR	
G-7781	P43675	gsp	
G-7921	P78417	GSTO1	
G-8161	Q9HBK9	AS3MT	
G-8323	Q6WB60	asoA	
G-8324	Q6WB59	asoB	
G-8421	P0A006	arsC	
G-8422	Q06597	ACR2p	
G6155	P77489	yagR	
G6156	P77324	yagS	
G6157	P77165	yagT	
G6208	P51025	frmB	
G6438	P0ACA7	gstB	
G6660	P37901	tpx	
G6878	P0A9D2	gst	
G6886	P0AGD1	sodC	
G6932	P77247	yniC	
G7558	Q46851	yghZ	
G6109	Q47149	yafQ	
EG11158	P0AC28	ygfA	
EG11665	P60932	bacA	
EG12867	P0AD70	ampH	
G-6805	O34753	tagO	
G-6806	P27620	tagA	
G-6807	P39131	mnaA	
G-6810	P27623	tagD	
G-6811	P27621	tagB	
G-6820	P13485	tagF	
G-6821	P13484	tagE	
G7146	P76445	lpxT	
EG11893		dacD	
EG11351	P27127	waaB	
EG11352	P27128	waaI	
EG11353	P27129	waaJ	
EG11455	P27832	rffC	
EG10210	P21693	dbpA	
EG10437	P25519	hflX	
G7319	P0A6P5	der	
G7841	P39286	rsgA	
EG10412	P06715	gor	
EG10941	P0A821	selA	
EG11540	P0A8G6	wrbA	
EG11542	P0ADA1	tesA	
EG10397	P09391	glpG	
EG11393	P0A6M2	dsbB	
EG10573	P24200	mcrA	
EG10737	P03014	pinE	
G6131	P37246	insI-1	
G6310	P78285	ybcS	
G7230	P76514	yfdR	
EG11372		tadA	
EG11779		yggH	
G7247	P77585	ypdE	
RV1273C		Rv1273c	
RV1348		Rv1348	
RV1349		Rv1349	
RV1747		Rv1747	
RV3802C		Rv3802c	
SCO2785	Q9L069	desD	
SCO5081		SCO5081	
SYNPCC7942_0224	Q31RR3	psbN	
SYNPCC7942_0225	Q31RR2	psbH	
SYNPCC7942_0413	Q31R74	ndhL	
SYNPCC7942_0476	Q31R11	clpS2	
SYNPCC7942_0690	Q31QE7	clpS1	
SYNPCC7942_2342	P95822	psaL	
YBR006W	P38067	UGA2	
YDR127W	P08566	ARO1	
YGL037C		PNC1	
YOL143C	P50861	RIB4	
YPL231W	P19097	FAS2	
G7005	P76270	yebR	
22908	Q9NTJ5	SACM1L	
27124	Q15735	INPP5J	
54657		UGT1A4	
AT1G01120		KCS1	
AT1G02205		AT1G02205	
AT1G02880		TPK1	
AT1G12140		GS-OX5	
AT1G22940		TH1	
AT1G23310		AOAT1	
AT1G24360	P33207	AT1G24360	
AT1G31190		AT1G31190	
AT1G34120	Q84MA2	IP5P1	
AT1G53240		AT1G53240	
AT1G60980		GA20ox4	
AT1G62540		GS-OX2	
AT1G62560		GS-OX3	
AT1G62570		GS-OX4	
AT1G64400		AT1G64400	
AT1G65860		GS-OX1	
AT1G65930		cICDH	
AT1G67070		AT1G67070	
AT1G70580		AOAT2	
AT1G73370		SUS6	
AT1G76680		OPR1	
AT1G79460	Q9SAK2	KS1	
AT2G04350		AT2G04350	
AT2G04450		AT2G04450	
AT2G17130		IDH-II	
AT2G22780		AT2G22780	
AT2G37040		PAL1	
AT2G38670		AT2G38670	
AT2G44050		AT2G44050	
AT2G44490		PEN2	
AT2G44750		TPK2	
AT2G45790		AT2G45790	
AT2G47240		AT2G47240	
AT3G02570		AT3G02570	
AT3G04870	Q38893	ZDS	
AT3G06860		AT3G06860	
AT3G14420		AT3G14420	
AT3G19820	Q39085	DWF1	
AT3G23410	Q9LW56	AtFAO3	
AT3G25810		AT3G25810	
AT3G25830		AT3G25830	
AT3G25900		AT3g25900	
AT3G26830	Q9LW27	CYP71B15	
AT3G51240		TT6	
AT3G54470	Q42586	AT3G54470	
AT3G55120		AT3g55120	
AT3G63250		AT3g63250	
AT4G00400		GPAT8	
AT4G01070		AT4g01070	
AT4G02780	Q38802	CPS	
AT4G11030		AT4G11030	
AT4G13280	Q9T0J9	AtTPS12	
AT4G13300	Q9T0K1	AtTPS13	
AT4G16700		AT4G16700	
AT4G20960	Q8GWP5	AT4G20960	
AT4G21470	Q84MD8	AT4G21470	
AT4G22880		AT4g22880	
AT4G23850		AT4G23850	
AT4G25970		AT4G25970	
AT4G33670		AT4G33670	
AT4G33790		CER4	
